as_of,B17384,B17699,B20964,B01744,B08402,B23912,B22059,B19627,B16243,B02619,B18401,B03978,B11248,B02032,B06898,B18684,B22456,B18227,B14031,B21962,B05847,B01860,B06218,B08639,B01779,B00612,B11030,B00725,B22079,B21243,B20869,B13224,B00240,B23644,B24012,B12375,B13845,B03016,B21659,B17110,B11231,B14035,B01206,B23147,B07393,B12216,B23177,B08486,B26001,B15791
2002-04-27,13.883,15.0905,,19.271,,,18.0144,,,,19.2984,,,,,18.9024,25.8451,11.848,25.5813,,30.7997,9.75715,28.9305,7.17652,,10.3637,,,,,,,,16.2402,17.6507,17.2694,10.05,,30.0319,12.1719,,16.9556,14.1274,,14.7558,65.9432,10.9091,41.7883,13.492,11.6796
2002-04-28,13.883,15.0905,,19.271,,,18.0144,,,,19.2984,,,,,18.9024,25.8451,11.848,25.5813,,30.7997,9.75715,28.9305,7.17652,,10.3637,,,,,,,,16.2402,17.6507,17.2694,10.05,,30.0319,12.1719,,16.9556,14.1274,,14.7558,65.9432,10.9091,41.7883,13.492,11.6796
2002-04-29,13.8686,15.0635,,19.2146,,,17.9819,,,,19.2984,,,,,18.8862,25.8729,11.8115,25.5488,,30.7184,9.75715,28.8968,7.1643,,10.3233,,,,,,,,16.2257,17.585,17.2518,10.03,,29.9785,12.1646,,16.9336,14.1054,,14.7439,65.8977,10.8641,41.795,13.4665,11.6687
2002-04-30,13.8686,15.0655,,19.2371,,,18.0309,,,,19.2984,,,,,18.87,25.9731,11.7994,25.5488,,30.7396,9.95512,28.9389,7.17874,,10.3233,,,,,,,,16.2456,17.5879,17.2583,10.03,,30.0447,12.1772,,16.9336,14.0933,,14.7676,66.2165,10.8529,41.8809,13.4827,11.6796
2002-05-01,13.8974,15.0822,,19.2596,,,18.0511,,,,19.3283,,,,,18.8901,25.9282,11.7873,25.5488,,30.7606,9.95512,28.9811,7.17973,,10.3132,,,,,,,,16.2645,17.5909,17.2761,10.04,,30.0778,12.1897,,16.9446,14.0933,,14.7844,66.2622,10.8641,41.9249,13.4983,11.7014
2002-05-02,13.8541,15.0697,,19.2227,,,18.0184,,,,19.3134,,,,,18.8556,25.9802,11.763,25.5162,,30.7009,9.95512,28.9092,7.16742,,10.3132,,,,,,,,16.2333,17.5421,17.2406,10.02,,30.0242,12.1797,,16.9336,14.0823,,14.7723,66.1708,10.8529,41.8549,13.4864,11.6796
2002-05-03,13.9118,15.1047,,19.2901,,,18.0791,,,,19.3433,,,,,18.8986,25.9423,11.7873,25.565,,30.7703,9.95512,28.9976,7.18164,,10.3435,,,,,,,,16.269,17.6028,17.2761,10.05,,30.0862,12.1923,,16.9556,14.1044,,14.8034,66.2622,10.8641,41.9366,13.5019,11.7014
2002-05-04,13.9118,15.1047,,19.2901,,,18.0791,,,,19.3433,,,,,18.8986,25.9423,11.7873,25.565,,30.7703,9.95512,28.9976,7.18164,,10.3435,,,,,,,,16.269,17.6028,17.2761,10.05,,30.0862,12.1923,,16.9556,14.1044,,14.8034,66.2622,10.8641,41.9366,13.5019,11.7014
2002-05-05,13.9118,15.1047,,19.2901,,,18.0791,,,,19.3433,,,,,18.8986,25.9423,11.7873,25.565,,30.7703,9.95512,28.9976,7.18164,,10.3435,,,,,,,,16.269,17.6028,17.2761,10.05,,30.0862,12.1923,,16.9556,14.1044,,14.8034,66.2622,10.8641,41.9366,13.5019,11.7014
2002-05-06,13.9118,15.1216,,19.2729,,,18.0817,,,,19.3283,,,,,18.8823,25.9216,11.7994,25.5813,,30.7687,9.95512,29.0019,7.18255,,10.3334,,,,,,,,16.2712,17.5945,17.2938,10.05,,30.0876,12.1814,,16.9666,14.1044,,14.8057,66.2622,10.8866,41.9425,13.5037,11.7014
2002-05-07,13.9118,15.1238,,19.2756,,,18.0844,,,,19.3433,,,,,18.9025,25.9009,11.7873,25.5976,,30.7736,9.95512,29.0061,7.19012,,10.3435,,,,,,,,16.2735,17.5975,17.2938,10.06,,30.0918,12.1939,,16.9776,14.1264,,14.8081,66.2622,10.9091,41.948,13.5193,11.7122
2002-05-08,13.8397,15.0526,,19.1595,,,17.9811,,,,19.2834,,,,,18.8316,25.9044,11.7266,25.4674,,30.617,9.95512,28.8202,7.15129,,10.3031,,,,,,,,16.2087,17.4797,17.2052,10.01,,29.9225,12.15,,16.9116,14.0712,,14.7384,65.9878,10.8079,41.8019,13.4526,11.6579
2002-05-09,13.8541,15.0692,,19.2018,,,18.0191,,,,19.3134,,,,,18.8518,25.9079,11.7387,25.5162,,30.6702,9.95512,28.9003,7.15886,,10.3132,,,,,,,,16.2277,17.5172,17.2229,10.03,,29.9846,12.1513,,16.9556,14.0933,,14.7551,66.0793,10.8191,41.8076,13.4818,11.6687
2002-05-10,13.8974,15.1192,,19.2494,,,18.0799,,,,19.3433,,,,,18.895,25.9183,11.7873,25.5976,,30.7397,9.95512,28.9505,7.17968,,10.3435,,,,,,,,16.2801,17.5779,17.2761,10.06,,30.0755,12.1979,,16.9885,14.1375,,14.7718,66.2165,10.8529,41.8892,13.511,11.6905
2002-05-11,13.8974,15.1192,,19.2494,,,18.0799,,,,19.3433,,,,,18.895,25.9183,11.7873,25.5976,,30.7397,9.95512,28.9505,7.17968,,10.3435,,,,,,,,16.2801,17.5779,17.2761,10.06,,30.0755,12.1979,,16.9885,14.1375,,14.7718,66.2165,10.8529,41.8892,13.511,11.6905
2002-05-12,13.8974,15.1192,,19.2494,,,18.0799,,,,19.3433,,,,,18.895,25.9183,11.7873,25.5976,,30.7397,9.95512,28.9505,7.17968,,10.3435,,,,,,,,16.2801,17.5779,17.2761,10.06,,30.0755,12.1979,,16.9885,14.1375,,14.7718,66.2165,10.8529,41.8892,13.511,11.6905
2002-05-13,13.8541,15.0773,,19.1927,,,18.0121,,,,19.2984,,,,,18.8422,25.8733,11.7387,25.5162,,30.6412,9.95512,28.8789,7.15417,,10.3031,,,,,,,,16.2154,17.4947,17.2229,10.03,,29.9352,12.1679,,16.9666,14.0933,,14.731,66.0336,10.7966,41.7813,13.4718,11.6687
2002-05-14,13.8108,15.0188,,19.1136,,,17.9618,,,,19.2534,,,,,18.8077,25.901,11.6659,25.4349,,30.533,9.95512,28.7691,7.13521,,10.2627,,,,,,,,16.1652,17.3912,17.1697,9.99,,29.8195,12.1227,,16.9116,14.0492,,14.6901,65.8964,10.7291,41.7872,13.4324,11.6361
2002-05-15,13.8253,15.0359,,19.1558,,,17.9997,,,,19.2834,,,,,18.8279,25.9532,11.7023,25.4837,,30.6025,9.95512,28.8112,7.1494,,10.2829,,,,,,,,16.2009,17.4459,17.2052,10.01,,29.8813,12.1353,,16.9446,14.0712,,14.7068,65.9878,10.7404,41.8309,13.4615,11.6579
2002-05-16,13.8686,15.0818,,19.2178,,,18.0553,,,,19.3433,,,,,18.8663,25.9809,11.7266,25.565,,30.6881,9.95512,28.9294,7.17022,,10.3132,,,,,,,,16.2366,17.5006,17.2583,10.04,,29.9722,12.1704,,16.9776,14.1044,,14.7667,66.2165,10.7854,41.9507,13.4907,11.6796
2002-05-17,13.8397,15.0589,,19.1863,,,18.0023,,,,19.3134,,,,,18.8184,26.0158,11.6902,25.5162,,30.6284,9.95512,28.8659,7.1579,,10.2829,,,,,,,,16.2054,17.4489,17.2229,10.02,,29.8896,12.1491,,16.9446,14.0823,,14.7546,66.0793,10.7629,41.8806,13.4651,11.6579
2002-05-18,13.8397,15.0589,,19.1863,,,18.0023,,,,19.3134,,,,,18.8184,26.0158,11.6902,25.5162,,30.6284,9.95512,28.8659,7.1579,,10.2829,,,,,,,,16.2054,17.4489,17.2229,10.02,,29.8896,12.1491,,16.9446,14.0823,,14.7546,66.0793,10.7629,41.8806,13.4651,11.6579
2002-05-19,13.8397,15.0589,,19.1863,,,18.0023,,,,19.3134,,,,,18.8184,26.0158,11.6902,25.5162,,30.6284,9.95512,28.8659,7.1579,,10.2829,,,,,,,,16.2054,17.4489,17.2229,10.02,,29.8896,12.1491,,16.9446,14.0823,,14.7546,66.0793,10.7629,41.8806,13.4651,11.6579
2002-05-20,13.8686,15.0903,,19.2088,,,18.0402,,,,19.3583,,,,,18.8741,26.0194,11.7266,25.565,,30.7237,9.95512,28.908,7.17208,,10.3132,,,,,,,,16.2411,17.5036,17.2761,10.05,,29.9805,12.1755,,16.9885,14.1154,,14.7713,66.2165,10.8079,41.9619,13.4944,11.6796
2002-05-21,13.8974,15.1362,,19.2708,,,18.0958,,,,19.3733,,,,,18.9135,26.0714,11.7733,25.6301,,30.7931,9.95512,28.9882,7.19287,,10.3334,,,,,,,,16.2768,17.5583,17.3115,10.08,,30.0424,12.1994,,17.0215,14.1485,,14.8024,66.3079,10.8529,42.0437,13.5236,11.6905
2002-05-22,13.9263,15.1676,,19.3131,,,18.1337,,,,19.3926,,,,,18.9338,26.075,11.7977,25.6952,,30.8465,9.95512,29.0306,7.20706,,10.3536,,,,,,,,16.3125,17.613,17.3469,10.1,,30.1044,12.2233,,17.0435,14.1595,,14.8192,66.3537,10.8754,42.0494,13.5528,11.7231
2002-05-23,13.9118,15.1407,,19.296,,,18.1011,,,,19.3776,,,,,18.8992,26.0542,11.7855,25.6464,,30.8029,9.95512,28.997,7.19473,,10.3435,,,,,,,,16.298,17.5815,17.3292,10.09,,30.0797,12.2133,,17.0325,14.1485,,14.8071,66.2622,10.8416,42.0553,13.5409,11.7014
2002-05-24,13.9118,15.1489,,19.3067,,,18.1037,,,,19.3776,,,,,18.9261,26.0684,11.7977,25.6627,,30.8078,9.95512,29.0139,7.1957,,10.3435,,,,,,,,16.3003,17.6107,17.3292,10.08,,30.0837,12.2146,,17.0325,14.1595,,14.8094,66.2622,10.8641,42.0232,13.5427,11.7122
2002-05-25,13.9118,15.1489,,19.3067,,,18.1037,,,,19.3776,,,,,18.9261,26.0684,11.7977,25.6627,,30.8078,9.95512,29.0139,7.1957,,10.3435,,,,,,,,16.3003,17.6107,17.3292,10.08,,30.0837,12.2146,,17.0325,14.1595,,14.8094,66.2622,10.8641,42.0232,13.5427,11.7122
2002-05-26,13.9118,15.1489,,19.3067,,,18.1037,,,,19.3776,,,,,18.9261,26.0684,11.7977,25.6627,,30.8078,9.95512,29.0139,7.1957,,10.3435,,,,,,,,16.3003,17.6107,17.3292,10.08,,30.0837,12.2146,,17.0325,14.1595,,14.8094,66.2622,10.8641,42.0232,13.5427,11.7122
2002-05-27,13.9118,15.1489,,19.3067,,,18.1037,,,,19.3776,,,,,18.9261,26.0684,11.7977,25.6627,,30.8078,9.95512,29.0139,7.19667,,10.3435,,,,,,,,16.3003,17.6107,17.3292,10.08,,30.0837,12.2146,,17.0325,14.1595,,14.8094,66.2622,10.8641,42.0291,13.5427,11.7122
2002-05-28,13.9263,15.1657,,19.3291,,,18.1063,,,,19.3926,,,,,18.946,26.1204,11.8099,25.6952,,30.8401,9.95512,29.0181,7.20426,,10.3536,,,,,,,,16.3025,17.6136,17.3469,10.09,,30.1168,12.2197,,17.0545,14.1706,,14.8261,66.2622,10.8754,42.035,13.5581,11.7122
2002-05-29,13.9551,15.2117,,19.3714,,,18.1619,,,,19.4377,,,,,18.9846,26.1482,11.8709,25.744,,30.9257,9.95512,29.0986,7.2251,,10.3838,,,,,,,,16.3382,17.7028,17.4001,10.12,,30.2078,12.2436,,17.0732,14.2037,,14.8428,66.3994,10.9203,42.1164,13.5874,11.7449
2002-05-30,13.9696,15.243,,19.4136,,,18.1998,,,,19.4528,,,,,18.9866,26.1275,11.9075,25.8091,,30.9467,9.95512,29.141,7.23932,,10.3939,,,,,,,,16.3739,17.7575,17.4178,10.14,,30.2407,12.2675,,17.1063,14.2368,,14.8596,66.4451,10.9541,42.16,13.6167,11.7449
2002-05-31,13.9696,15.2228,,19.3992,,,18.183,,,,19.4227,,,,,18.9933,26.0897,11.8953,25.7766,,30.9872,10.0268,29.1156,7.24125,,10.3939,,,,,,,,16.3986,17.7665,17.4182,10.13,,30.2601,12.2621,,17.1063,14.228,,14.8684,66.6281,10.9653,42.174,13.6211,11.734
2002-06-01,13.9696,15.2228,,19.3992,,,18.183,,,,19.4227,,,,,18.9933,26.0897,11.8953,25.7766,,30.9872,10.0268,29.1156,7.24125,,10.3939,,,,,,,,16.3986,17.7665,17.4182,10.13,,30.2601,12.2621,,17.1063,14.228,,14.8684,66.6281,10.9653,42.174,13.6211,11.734
2002-06-02,13.9696,15.2228,,19.3992,,,18.183,,,,19.4227,,,,,18.9933,26.0897,11.8953,25.7766,,30.9872,10.0268,29.1156,7.24125,,10.3939,,,,,,,,16.3986,17.7665,17.4182,10.13,,30.2601,12.2621,,17.1063,14.228,,14.8684,66.6281,10.9653,42.174,13.6211,11.734
2002-06-03,13.9696,15.2438,,19.402,,,18.2034,,,,19.4377,,,,,18.9953,26.0933,11.9075,25.8091,,30.9864,10.0268,29.1581,7.24222,,10.4141,,,,,,,,16.4008,17.7695,17.4182,10.14,,30.2643,12.2775,,17.1173,14.2501,,14.8853,66.6281,10.9766,42.2191,13.6229,11.7557
2002-06-04,13.9696,15.2459,,19.4445,,,18.2238,,,,19.4678,,,,,19.0157,26.0482,11.9197,25.8417,,30.9915,10.0268,29.1626,7.2492,,10.4141,,,,,,,,16.4198,17.8052,17.436,10.15,,30.3265,12.2902,,17.1284,14.2723,,14.9022,66.674,10.9766,42.2214,13.6385,11.7666
2002-06-05,13.9551,15.2334,,19.4075,,,18.191,,,,19.4528,,,,,18.9994,26.0031,11.8953,25.8254,,30.9967,10.0268,29.1669,7.2435,,10.404,,,,,,,,16.4053,17.7735,17.4182,10.14,,30.2726,12.2803,,17.1284,14.2723,,14.8901,66.6281,10.9541,42.1892,13.6266,11.7557
2002-06-06,13.984,15.2502,,19.4501,,,18.2292,,,,19.4678,,,,,19.0014,25.958,11.9197,25.858,,31.0504,10.0268,29.1713,7.2511,,10.4141,,,,,,,,16.4243,17.8092,17.4538,10.15,,30.3348,12.3043,,17.1394,14.2834,,14.907,66.674,10.9878,42.2332,13.6421,11.7666
2002-06-07,13.9696,15.2082,,19.3988,,,18.1844,,,,19.4528,,,,,18.9716,25.9931,11.8709,25.8254,,30.9907,10.0268,29.108,7.23209,,10.404,,,,,,,,16.393,17.7428,17.4004,10.13,,30.2601,12.2971,,17.1173,14.2501,,14.8805,66.5362,10.9428,42.1627,13.6302,11.7557
2002-06-08,13.9696,15.2082,,19.3988,,,18.1844,,,,19.4528,,,,,18.9716,25.9931,11.8709,25.8254,,30.9907,10.0268,29.108,7.23209,,10.404,,,,,,,,16.393,17.7428,17.4004,10.13,,30.2601,12.2971,,17.1173,14.2501,,14.8805,66.5362,10.9428,42.1627,13.6302,11.7557
2002-06-09,13.9696,15.2082,,19.3988,,,18.1844,,,,19.4528,,,,,18.9716,25.9931,11.8709,25.8254,,30.9907,10.0268,29.108,7.23209,,10.404,,,,,,,,16.393,17.7428,17.4004,10.13,,30.2601,12.2971,,17.1173,14.2501,,14.8805,66.5362,10.9428,42.1627,13.6302,11.7557
2002-06-10,13.984,15.2295,,19.4214,,,18.2049,,,,19.4528,,,,,18.9919,25.9723,11.8831,25.858,,31.0223,10.0268,29.1504,7.24736,,10.404,,,,,,,,16.3952,17.7692,17.4182,10.14,,30.2933,12.2975,,17.1284,14.2612,,14.854,66.5362,10.9766,42.2164,13.632,11.7666
2002-06-11,13.9984,15.2639,,19.4639,,,18.2431,,,,19.4829,,,,,19.0123,25.9759,11.9197,25.9068,,31.1085,10.0268,29.231,7.26163,,10.4343,,,,,,,,16.431,17.8242,17.4716,10.17,,30.3528,12.3207,,17.1615,14.2834,,14.8709,66.674,11.0216,42.2986,13.6476,11.7775
2002-06-12,13.9984,15.2949,,19.4866,,,18.2813,,,,19.513,,,,,19.0326,25.9796,11.9075,25.9556,,31.1623,10.0268,29.2735,7.27592,,10.4444,,,,,,,,16.4501,17.8425,17.4894,10.19,,30.415,12.3333,,17.1725,14.3055,,14.9022,66.7199,11.0216,42.3425,13.677,11.7884
2002-06-13,14.0273,15.3111,,19.5291,,,18.3195,,,,19.528,,,,,19.0528,26.0075,11.9319,25.9881,,31.2161,10.0268,29.3536,7.29022,,10.4646,,,,,,,,16.4692,17.8975,17.525,10.2,,30.4773,12.3573,,17.2057,14.3277,,14.9191,66.8117,11.0553,42.3864,13.6926,11.8101
2002-06-14,14.0562,15.3713,,19.5971,,,18.3985,,,,19.5882,,,,,19.0779,26.0667,11.9929,26.0695,,31.3348,10.0268,29.4797,7.31118,,10.4847,,,,,,,,16.5387,17.9698,17.5784,10.24,,30.5772,12.3953,,17.2498,14.3499,,14.9504,66.9495,11.134,42.5066,13.7494,11.8427
2002-06-15,14.0562,15.3713,,19.5971,,,18.3985,,,,19.5882,,,,,19.0779,26.0667,11.9929,26.0695,,31.3348,10.0268,29.4797,7.31118,,10.4847,,,,,,,,16.5387,17.9698,17.5784,10.24,,30.5772,12.3953,,17.2498,14.3499,,14.9504,66.9495,11.134,42.5066,13.7494,11.8427
2002-06-16,14.0562,15.3713,,19.5971,,,18.3985,,,,19.5882,,,,,19.0779,26.0667,11.9929,26.0695,,31.3348,10.0268,29.4797,7.31118,,10.4847,,,,,,,,16.5387,17.9698,17.5784,10.24,,30.5772,12.3953,,17.2498,14.3499,,14.9504,66.9495,11.134,42.5066,13.7494,11.8427
2002-06-17,14.0417,15.3463,,19.5601,,,18.3658,,,,19.5431,,,,,19.0616,26.0947,11.9319,26.037,,31.269,10.0268,29.4455,7.30746,,10.4747,,,,,,,,16.5242,17.9094,17.5606,10.22,,30.5524,12.3844,,17.2388,14.3388,,14.9384,66.8576,11.134,42.4858,13.7238,11.8319
2002-06-18,14.0417,15.3511,,19.5629,,,18.3685,,,,19.5581,,,,,19.0636,26.1227,11.9441,26.0532,,31.2741,10.0268,29.4494,7.30844,,10.4747,,,,,,,,16.5264,17.9297,17.5606,10.23,,30.5538,12.3849,,17.2388,14.3388,,14.9553,66.9036,11.1003,42.4916,13.7394,11.8319
2002-06-19,14.0995,15.4263,,19.6451,,,18.4598,,,,19.6333,,,,,19.1204,26.0532,11.9929,26.1671,,31.4091,10.0268,29.5677,7.33606,,10.515,,,,,,,,16.5959,18.0194,17.6497,10.28,,30.6744,12.4316,,17.3051,14.3942,,15.0011,67.0872,11.179,42.5738,13.7962,11.8645
2002-06-20,14.0706,15.3544,,19.5883,,,18.3915,,,,19.5732,,,,,19.0492,26.0567,11.9319,26.0532,,31.3006,10.0268,29.4572,7.31044,,10.4847,,,,,,,,16.531,17.9184,17.5784,10.24,,30.5916,12.3989,,17.2498,14.3388,,14.9601,66.9036,11.1115,42.5034,13.743,11.8536
2002-06-21,14.085,15.4032,,19.6165,,,18.4349,,,,19.6042,,,,,19.0758,26.0676,11.9564,26.1183,,31.3545,10.0268,29.5414,7.32674,,10.5049,,,,,,,,16.5836,17.9792,17.6141,10.26,,30.654,12.4229,,17.283,14.372,,14.9915,66.9495,11.1678,42.5595,13.7724,11.8536
2002-06-22,14.085,15.4032,,19.6165,,,18.4349,,,,19.6042,,,,,19.0758,26.0676,11.9564,26.1183,,31.3545,10.0268,29.5414,7.32674,,10.5049,,,,,,,,16.5836,17.9792,17.6141,10.26,,30.654,12.4229,,17.283,14.372,,14.9915,66.9495,11.1678,42.5595,13.7724,11.8536
2002-06-23,14.085,15.4032,,19.6165,,,18.4349,,,,19.6042,,,,,19.0758,26.0676,11.9564,26.1183,,31.3545,10.0268,29.5414,7.32674,,10.5049,,,,,,,,16.5836,17.9792,17.6141,10.26,,30.654,12.4229,,17.283,14.372,,14.9915,66.9495,11.1678,42.5595,13.7724,11.8536
2002-06-24,14.0706,15.3497,,19.5596,,,18.3844,,,,19.5739,,,,,19.0228,25.9494,11.8951,26.0532,,31.2563,10.0268,29.4688,7.30311,,10.4747,,,,,,,,16.5523,17.8842,17.5606,10.24,,30.5423,12.4015,,17.2609,14.3166,,14.965,66.8576,11.1003,42.5393,13.7329,11.8427
2002-06-25,14.085,15.3512,,19.5624,,,18.3871,,,,19.5739,,,,,19.0244,25.9773,11.8951,26.0532,,31.2615,10.0268,29.4345,7.30411,,10.4747,,,,,,,,16.5545,17.8871,17.5606,10.24,,30.5465,12.3916,,17.2609,14.3277,,14.9674,66.8576,11.0778,42.5463,13.7346,11.8536
2002-06-26,14.0995,15.3957,,19.5851,,,18.4783,,,,19.6343,,,,,19.0081,25.9566,11.8583,26.1509,,31.2505,10.0268,29.5575,7.32507,,10.4948,,,,,,,,16.624,17.9575,17.6319,10.28,,30.6089,12.4609,,17.3227,14.2944,,15.0132,67.0413,11.0778,42.6296,13.8052,11.8862
2002-06-27,14.0706,15.3385,,19.4884,,,18.3924,,,,19.589,,,,,18.9714,25.9601,11.7725,25.7603,,31.1259,10.0268,29.4465,7.29281,,10.4533,,,,,,,,16.5757,17.8218,17.5606,10.24,,30.4388,12.4169,,17.2784,14.239,,14.9723,66.9036,10.9991,42.5593,13.752,11.8536
2002-06-28,14.0798,15.3172,,19.5021,,,18.3875,,,,19.589,,,,,18.9595,25.9095,11.7602,26.0532,,31.1243,10.0195,29.4586,7.29056,,10.4634,,,,,,,,16.6002,17.8213,17.5457,10.23,,30.4742,12.4444,,17.2784,14.2424,,14.9987,67.1791,11.0161,42.5431,13.7584,11.8536
2002-06-29,14.0798,15.3172,,19.5021,,,18.3875,,,,19.589,,,,,18.9595,25.9095,11.7602,26.0532,,31.1243,10.0195,29.4586,7.29056,,10.4634,,,,,,,,16.6002,17.8213,17.5457,10.23,,30.4742,12.4444,,17.2784,14.2424,,14.9987,67.1791,11.0161,42.5431,13.7584,11.8536
2002-06-30,14.0798,15.3172,,19.5021,,,18.3875,,,,19.589,,,,,18.9595,25.9095,11.7602,26.0532,,31.1243,10.0195,29.4586,7.29056,,10.4634,,,,,,,,16.6002,17.8213,17.5457,10.23,,30.4742,12.4444,,17.2784,14.2424,,14.9987,67.1791,11.0161,42.5431,13.7584,11.8536
2002-07-01,14.0798,15.3188,,19.5248,,,18.4079,,,,19.6042,,,,,18.9799,25.8151,11.748,26.0697,,31.129,10.0195,29.4625,7.29056,,10.4533,,,,,,,,16.6024,17.8068,17.5636,10.24,,30.5075,12.4456,,17.2895,14.2535,,15.0156,67.2252,11.0274,42.5814,13.7739,11.8754
2002-07-02,14.0946,15.3497,,19.5674,,,18.4639,,,,19.6495,,,,,18.9818,25.7941,11.748,26.152,,31.2153,10.0195,29.5814,7.31061,,10.4736,,,,,,,,16.6383,17.8445,17.5993,10.27,,30.5701,12.481,,17.3116,14.2646,,15.047,67.3635,11.073,42.658,13.8032,11.8862
2002-07-03,14.0946,15.3527,,19.5502,,,18.4666,,,,19.6495,,,,,18.9856,25.8009,11.748,26.152,,31.22,10.0195,29.5893,7.30492,,10.4736,,,,,,,,16.6405,17.83,17.5993,10.28,,30.5451,12.4823,,17.3116,14.2646,,15.0494,67.3635,11.073,42.6635,13.8049,11.8862
2002-07-04,14.0946,15.3527,,19.5502,,,18.4666,,,,19.6495,,,,,18.9856,25.8009,11.748,26.152,,31.22,10.0195,29.5893,7.30492,,10.4736,,,,,,,,16.6405,17.83,17.5993,10.28,,30.5451,12.4823,,17.3116,14.2646,,15.0494,67.3635,11.073,42.6635,13.8049,11.8862
2002-07-05,14.0205,15.2982,,19.4785,,,18.3676,,,,19.589,,,,,18.9363,25.8812,11.6867,26.0368,,31.0991,10.0195,29.448,7.27446,,10.4329,,,,,,,,16.5753,17.7081,17.5278,10.23,,30.4035,12.4276,,17.2562,14.1979,,15.0082,67.133,11.0047,42.5661,13.7375,11.8645
2002-07-06,14.0205,15.2982,,19.4785,,,18.3676,,,,19.589,,,,,18.9363,25.8812,11.6867,26.0368,,31.0991,10.0195,29.448,7.27446,,10.4329,,,,,,,,16.5753,17.7081,17.5278,10.23,,30.4035,12.4276,,17.2562,14.1979,,15.0082,67.133,11.0047,42.5661,13.7375,11.8645
2002-07-07,14.0205,15.2982,,19.4785,,,18.3676,,,,19.589,,,,,18.9363,25.8812,11.6867,26.0368,,31.0991,10.0195,29.448,7.27446,,10.4329,,,,,,,,16.5753,17.7081,17.5278,10.23,,30.4035,12.4276,,17.2562,14.1979,,15.0082,67.133,11.0047,42.5661,13.7375,11.8645
2002-07-08,14.0502,15.3292,,19.5012,,,18.4237,,,,19.6343,,,,,18.9748,25.9091,11.7234,26.1026,,31.1621,10.0195,29.4903,7.28882,,10.4634,,,,,,,,16.6112,17.7633,17.5636,10.25,,30.4661,12.4429,,17.2895,14.2535,,15.0105,67.2252,11.0388,42.6086,13.7668,11.8754
2002-07-09,14.1095,15.3897,,19.5637,,,18.4797,,,,19.6797,,,,,19.0319,25.8636,11.7847,26.1849,,31.281,10.0195,29.6092,7.31653,,10.5042,,,,,,,,16.6472,17.8533,17.6351,10.29,,30.587,12.4897,,17.3227,14.3091,,15.042,67.4096,11.1071,42.6906,13.8099,11.8971
2002-07-10,14.1539,15.4501,,19.6263,,,18.5891,,,,19.725,,,,,19.0889,25.8914,11.8215,26.3001,,31.4161,10.0195,29.7281,7.35091,,10.555,,,,,,,,16.7,17.9433,17.7066,10.33,,30.7079,12.5366,,17.3782,14.3536,,15.0879,67.594,11.1754,42.8105,13.8669,11.9297
2002-07-11,14.1391,15.4516,,19.649,,,18.6096,,,,19.725,,,,,19.0907,25.8947,11.8093,26.333,,31.4208,10.0195,29.732,7.35189,,10.555,,,,,,,,16.719,17.9461,17.7245,10.34,,30.7122,12.5492,,17.4004,14.3425,,15.1048,67.594,11.1754,42.8156,13.8962,11.9406
2002-07-12,14.1243,15.4561,,19.6571,,,18.6274,,,,19.7552,,,,,19.1147,25.9047,11.8093,26.3495,,31.4581,10.0195,29.7821,7.36147,,10.5652,,,,,,,,16.7381,17.9548,17.7245,10.35,,30.7455,12.5505,,17.4114,14.3536,,15.1072,67.594,11.164,42.8694,13.8978,11.9515
2002-07-13,14.1243,15.4561,,19.6571,,,18.6274,,,,19.7552,,,,,19.1147,25.9047,11.8093,26.3495,,31.4581,10.0195,29.7821,7.36147,,10.5652,,,,,,,,16.7381,17.9548,17.7245,10.35,,30.7455,12.5505,,17.4114,14.3536,,15.1072,67.594,11.164,42.8694,13.8978,11.9515
2002-07-14,14.1243,15.4561,,19.6571,,,18.6274,,,,19.7552,,,,,19.1147,25.9047,11.8093,26.3495,,31.4581,10.0195,29.7821,7.36147,,10.5652,,,,,,,,16.7381,17.9548,17.7245,10.35,,30.7455,12.5505,,17.4114,14.3536,,15.1072,67.594,11.164,42.8694,13.8978,11.9515
2002-07-15,14.1243,15.4281,,19.6198,,,18.6122,,,,19.7401,,,,,19.0982,25.8347,11.7725,26.333,,31.3907,10.0195,29.7478,7.34907,,10.5347,,,,,,,,16.7234,17.9228,17.7066,10.34,,30.6618,12.5544,,17.4114,14.3425,,15.095,67.5479,11.1299,42.8362,13.8994,11.9515
2002-07-16,14.0798,15.3853,,19.5627,,,18.5258,,,,19.6948,,,,,19.045,25.8381,11.6989,26.2343,,31.265,10.0195,29.6368,7.32329,,10.5042,,,,,,,,16.675,17.8038,17.653,10.3,,30.5493,12.4988,,17.3671,14.298,,15.0538,67.3635,11.0502,42.7646,13.8458,11.9515
2002-07-17,14.0798,15.4016,,19.5853,,,18.5641,,,,19.725,,,,,19.0652,25.7681,11.7234,26.2836,,31.3349,10.0195,29.6791,7.33759,,10.5143,,,,,,,,16.711,17.8589,17.6888,10.31,,30.6117,12.5228,,17.3893,14.3314,,15.0707,67.4557,11.0843,42.8077,13.8751,11.9515
2002-07-18,14.1243,15.4325,,19.608,,,18.6023,,,,19.7552,,,,,19.0855,25.747,11.748,26.3495,,31.4047,10.0195,29.7213,7.3519,,10.5245,,,,,,,,16.73,17.914,17.7245,10.34,,30.6451,12.5469,,17.4225,14.3759,,15.1021,67.594,11.1185,42.8892,13.9181,11.9515
